Pollster,Lab,Con,LD,Other,nsize,date,na,rcon,rlab,rld,roth,time
YouGov,43,32,11,14,1966,2013-02-27,FALSE,37.8,31.2,8.1,23,-13760
YouGov,42,32,12,15,1925,2013-02-26,FALSE,37.8,31.2,8.1,23,-13759
YouGov,44,32,10,14,1704,2013-02-25,FALSE,37.8,31.2,8.1,23,-13758
YouGov,43,32,11,14,1964,2013-02-24,FALSE,37.8,31.2,8.1,23,-13757
ComRes,43,31,8,18,1005,2013-02-24,FALSE,37.8,31.2,8.1,23,-13757
YouGov,45,31,11,13,1920,2013-02-21,FALSE,37.8,31.2,8.1,23,-13754
Opinium,41,29,8,22,1956,2013-02-21,FALSE,37.8,31.2,8.1,23,-13754
YouGov,43,33,9,15,1968,2013-02-20,FALSE,37.8,31.2,8.1,23,-13753
YouGov,44,29,11,16,1855,2013-02-19,FALSE,37.8,31.2,8.1,23,-13752
YouGov,41,32,12,14,1713,2013-02-18,FALSE,37.8,31.2,8.1,23,-13751
Kantar,38,29,11,22,1211,2013-02-18,FALSE,37.8,31.2,8.1,23,-13751
YouGov,43,32,12,13,1871,2013-02-15,FALSE,37.8,31.2,8.1,23,-13748
ComRes,36,31,8,24,2002,2013-02-14,FALSE,37.8,31.2,8.1,23,-13747
YouGov,42,31,11,15,1892,2013-02-14,FALSE,37.8,31.2,8.1,23,-13747
YouGov,42,32,9,16,1946,2013-02-13,FALSE,37.8,31.2,8.1,23,-13746
YouGov,43,32,10,15,1902,2013-02-12,FALSE,37.8,31.2,8.1,23,-13745
YouGov,42,31,11,16,1691,2013-02-11,FALSE,37.8,31.2,8.1,23,-13744
Ipsos MORI,42,30,7,21,1018,2013-02-11,FALSE,37.8,31.2,8.1,23,-13744
Kantar,41,31,10,18,1197,2013-02-11,FALSE,37.8,31.2,8.1,23,-13744
ICM,41,29,13,17,1001,2013-02-10,FALSE,37.8,31.2,8.1,23,-13743
YouGov,41,32,11,16,1930,2013-02-08,FALSE,37.8,31.2,8.1,23,-13741
YouGov,41,33,11,15,1917,2013-02-07,FALSE,37.8,31.2,8.1,23,-13740
Opinium,39,29,8,23,1953,2013-02-07,FALSE,37.8,31.2,8.1,23,-13740
YouGov,42,31,12,14,1955,2013-02-06,FALSE,37.8,31.2,8.1,23,-13739
YouGov,42,32,11,15,1962,2013-02-05,FALSE,37.8,31.2,8.1,23,-13738
YouGov,45,30,11,14,1712,2013-02-04,FALSE,37.8,31.2,8.1,23,-13737
Kantar,41,28,10,21,1199,2013-02-04,FALSE,37.8,31.2,8.1,23,-13737
YouGov,41,34,12,13,2030,2013-02-01,FALSE,37.8,31.2,8.1,23,-13734
YouGov,44,32,10,13,1914,2013-01-31,FALSE,37.8,31.2,8.1,23,-13733
YouGov,42,33,10,14,1939,2013-01-30,FALSE,37.8,31.2,8.1,23,-13732
YouGov,42,33,11,14,1971,2013-01-29,FALSE,37.8,31.2,8.1,23,-13731
YouGov,41,35,10,14,1727,2013-01-28,FALSE,37.8,31.2,8.1,23,-13730
ComRes,39,32,10,19,1002,2013-01-27,FALSE,37.8,31.2,8.1,23,-13729
Survation,38,31,10,21,1005,2013-01-25,FALSE,37.8,31.2,8.1,23,-13727
YouGov,41,35,12,12,1943,2013-01-25,FALSE,37.8,31.2,8.1,23,-13727
Angus Reid,39,30,10,21,2004,2013-01-25,FALSE,37.8,31.2,8.1,23,-13727
ComRes,39,33,11,17,2035,2013-01-25,FALSE,37.8,31.2,8.1,23,-13727
YouGov,43,33,10,14,1843,2013-01-24,FALSE,37.8,31.2,8.1,23,-13726
Opinium,41,28,8,23,1949,2013-01-24,FALSE,37.8,31.2,8.1,23,-13726
Kantar,41,31,8,21,1237,2013-01-24,FALSE,37.8,31.2,8.1,23,-13726
YouGov,43,31,11,15,2045,2013-01-23,FALSE,37.8,31.2,8.1,23,-13725
YouGov,41,31,12,15,2119,2013-01-22,FALSE,37.8,31.2,8.1,23,-13724
YouGov,42,33,10,14,1675,2013-01-21,FALSE,37.8,31.2,8.1,23,-13723
ICM,38,33,15,13,1001,2013-01-20,FALSE,37.8,31.2,8.1,23,-13722
YouGov,42,33,11,14,1912,2013-01-18,FALSE,37.8,31.2,8.1,23,-13720
YouGov,44,34,9,13,1887,2013-01-17,FALSE,37.8,31.2,8.1,23,-13719
YouGov,42,33,12,13,1880,2013-01-16,FALSE,37.8,31.2,8.1,23,-13718
YouGov,44,32,10,14,2007,2013-01-15,FALSE,37.8,31.2,8.1,23,-13717
YouGov,44,31,11,14,1714,2013-01-14,FALSE,37.8,31.2,8.1,23,-13716
Ipsos MORI,43,30,8,20,1015,2013-01-14,FALSE,37.8,31.2,8.1,23,-13716
Kantar,37,31,9,23,1198,2013-01-14,FALSE,37.8,31.2,8.1,23,-13716
YouGov,44,31,11,14,1995,2013-01-11,FALSE,37.8,31.2,8.1,23,-13713
Angus Reid,42,27,10,20,2015,2013-01-11,FALSE,37.8,31.2,8.1,23,-13713
Opinium,41,31,7,23,1964,2013-01-11,FALSE,37.8,31.2,8.1,23,-13713
YouGov,42,31,11,15,1971,2013-01-10,FALSE,37.8,31.2,8.1,23,-13712
YouGov,43,33,10,14,1980,2013-01-09,FALSE,37.8,31.2,8.1,23,-13711
YouGov,44,32,10,14,2050,2013-01-08,FALSE,37.8,31.2,8.1,23,-13710
YouGov,41,32,11,16,1750,2013-01-07,FALSE,37.8,31.2,8.1,23,-13709
Kantar,39,29,10,22,1221,2013-01-07,FALSE,37.8,31.2,8.1,23,-13709
Survation,38,29,11,23,790,2013-01-05,FALSE,37.8,31.2,8.1,23,-13707
YouGov,43,32,10,15,1988,2013-01-04,FALSE,37.8,31.2,8.1,23,-13706
YouGov,43,32,10,15,2005,2013-01-03,FALSE,37.8,31.2,8.1,23,-13705
YouGov,43,31,11,15,1760,2013-01-02,FALSE,37.8,31.2,8.1,23,-13704
Opinium,39,29,8,24,1965,2012-12-27,FALSE,37.8,31.2,8.1,23,-13698
ICM,40,32,13,15,1002,2012-12-23,FALSE,37.8,31.2,8.1,23,-13694
YouGov,43,33,10,14,1661,2012-12-21,FALSE,37.8,31.2,8.1,23,-13692
YouGov,41,33,11,16,1923,2012-12-20,FALSE,37.8,31.2,8.1,23,-13691
YouGov,43,30,11,16,1556,2012-12-19,FALSE,37.8,31.2,8.1,23,-13690
YouGov,43,32,9,16,1816,2012-12-18,FALSE,37.8,31.2,8.1,23,-13689
YouGov,43,31,9,16,1633,2012-12-17,FALSE,37.8,31.2,8.1,23,-13688
Kantar,43,30,7,20,1190,2012-12-17,FALSE,37.8,31.2,8.1,23,-13688
ComRes,39,28,9,24,2002,2012-12-16,FALSE,37.8,31.2,8.1,23,-13687
Populus,41,28,10,21,1512,2012-12-16,FALSE,37.8,31.2,8.1,23,-13687
YouGov,45,33,9,13,1794,2012-12-14,FALSE,37.8,31.2,8.1,23,-13685
YouGov,43,33,9,16,1736,2012-12-13,FALSE,37.8,31.2,8.1,23,-13684
Opinium,39,29,8,24,1968,2012-12-13,FALSE,37.8,31.2,8.1,23,-13684
YouGov,44,31,12,14,1805,2012-12-12,FALSE,37.8,31.2,8.1,23,-13683
YouGov,43,31,10,15,1897,2012-12-11,FALSE,37.8,31.2,8.1,23,-13682
YouGov,42,33,10,15,1729,2012-12-10,FALSE,37.8,31.2,8.1,23,-13681
Ipsos MORI,44,35,9,12,1023,2012-12-10,FALSE,37.8,31.2,8.1,23,-13681
Kantar,41,26,8,25,1171,2012-12-10,FALSE,37.8,31.2,8.1,23,-13681
YouGov,42,33,10,15,1779,2012-12-07,FALSE,37.8,31.2,8.1,23,-13678
YouGov,42,32,10,17,1899,2012-12-06,FALSE,37.8,31.2,8.1,23,-13677
YouGov,44,32,9,15,1784,2012-12-05,FALSE,37.8,31.2,8.1,23,-13676
Angus Reid,42,28,10,20,2005,2012-12-04,FALSE,37.8,31.2,8.1,23,-13675
YouGov,44,30,11,15,1743,2012-12-04,FALSE,37.8,31.2,8.1,23,-13675
YouGov,43,31,11,15,1584,2012-12-03,FALSE,37.8,31.2,8.1,23,-13674
Kantar,40,28,10,22,1172,2012-12-03,FALSE,37.8,31.2,8.1,23,-13674
YouGov,44,31,10,16,1773,2012-12-01,FALSE,37.8,31.2,8.1,23,-13672
YouGov,42,32,10,17,1854,2012-11-29,FALSE,37.8,31.2,8.1,23,-13670
Opinium,38,29,9,24,1949,2012-11-29,FALSE,37.8,31.2,8.1,23,-13670
YouGov,44,32,11,14,1842,2012-11-28,FALSE,37.8,31.2,8.1,23,-13669
YouGov,43,31,9,18,1910,2012-11-27,FALSE,37.8,31.2,8.1,23,-13668
YouGov,43,34,9,14,1624,2012-11-26,FALSE,37.8,31.2,8.1,23,-13667
Kantar,41,31,8,20,1212,2012-11-26,FALSE,37.8,31.2,8.1,23,-13667
YouGov,44,33,9,14,1812,2012-11-23,FALSE,37.8,31.2,8.1,23,-13664
YouGov,43,31,10,16,1808,2012-11-22,FALSE,37.8,31.2,8.1,23,-13663
YouGov,41,33,9,17,1691,2012-11-21,FALSE,37.8,31.2,8.1,23,-13662
YouGov,42,33,10,15,1627,2012-11-20,FALSE,37.8,31.2,8.1,23,-13661
YouGov,42,32,9,17,1552,2012-11-19,FALSE,37.8,31.2,8.1,23,-13660
ICM,40,32,13,15,1001,2012-11-18,FALSE,37.8,31.2,8.1,23,-13659
YouGov,44,33,9,14,1893,2012-11-16,FALSE,37.8,31.2,8.1,23,-13657
Kantar,39,31,11,19,1156,2012-11-16,FALSE,37.8,31.2,8.1,23,-13657
YouGov,43,33,8,15,1746,2012-11-15,FALSE,37.8,31.2,8.1,23,-13656
YouGov,42,35,8,15,1864,2012-11-14,FALSE,37.8,31.2,8.1,23,-13655
Opinium,39,32,8,21,1957,2012-11-13,FALSE,37.8,31.2,8.1,23,-13654
YouGov,44,34,9,13,1828,2012-11-13,FALSE,37.8,31.2,8.1,23,-13654
Ipsos MORI,46,32,9,13,1014,2012-11-13,FALSE,37.8,31.2,8.1,23,-13654
YouGov,39,35,10,16,1583,2012-11-12,FALSE,37.8,31.2,8.1,23,-13653
Kantar,41,31,9,19,1161,2012-11-12,FALSE,37.8,31.2,8.1,23,-13653
YouGov,44,32,8,15,1642,2012-11-09,FALSE,37.8,31.2,8.1,23,-13650
YouGov,44,33,9,14,1859,2012-11-08,FALSE,37.8,31.2,8.1,23,-13649
YouGov,45,34,8,13,1873,2012-11-07,FALSE,37.8,31.2,8.1,23,-13648
YouGov,42,35,9,14,1816,2012-11-06,FALSE,37.8,31.2,8.1,23,-13647
YouGov,44,35,8,13,1608,2012-11-05,FALSE,37.8,31.2,8.1,23,-13646
Kantar,42,31,9,18,1194,2012-11-05,FALSE,37.8,31.2,8.1,23,-13646
YouGov,42,35,9,14,1851,2012-11-02,FALSE,37.8,31.2,8.1,23,-13643
YouGov,44,33,9,14,1743,2012-11-01,FALSE,37.8,31.2,8.1,23,-13642
Opinium,41,30,9,20,1966,2012-11-01,FALSE,37.8,31.2,8.1,23,-13642
YouGov,44,33,9,14,1824,2012-10-31,FALSE,37.8,31.2,8.1,23,-13641
YouGov,44,32,9,15,1936,2012-10-30,FALSE,37.8,31.2,8.1,23,-13640
YouGov,43,33,9,15,1681,2012-10-29,FALSE,37.8,31.2,8.1,23,-13639
Kantar,42,31,11,16,1164,2012-10-29,FALSE,37.8,31.2,8.1,23,-13639
YouGov,42,35,9,13,1858,2012-10-26,FALSE,37.8,31.2,8.1,23,-13636
YouGov,44,33,10,12,1785,2012-10-25,FALSE,37.8,31.2,8.1,23,-13635
YouGov,43,33,9,15,1818,2012-10-24,FALSE,37.8,31.2,8.1,23,-13634
Ipsos MORI,43,33,9,15,1005,2012-10-24,FALSE,37.8,31.2,8.1,23,-13634
YouGov,42,34,9,15,1637,2012-10-23,FALSE,37.8,31.2,8.1,23,-13633
YouGov,45,32,8,15,1666,2012-10-22,FALSE,37.8,31.2,8.1,23,-13632
ICM,43,32,11,14,1000,2012-10-22,FALSE,37.8,31.2,8.1,23,-13632
Kantar,44,30,8,18,1154,2012-10-22,FALSE,37.8,31.2,8.1,23,-13632
YouGov,43,32,9,16,1734,2012-10-19,FALSE,37.8,31.2,8.1,23,-13629
YouGov,42,34,10,15,1830,2012-10-18,FALSE,37.8,31.2,8.1,23,-13628
Opinium,40,31,9,20,1951,2012-10-18,FALSE,37.8,31.2,8.1,23,-13628
YouGov,42,33,9,16,1749,2012-10-17,FALSE,37.8,31.2,8.1,23,-13627
YouGov,43,34,9,14,1766,2012-10-16,FALSE,37.8,31.2,8.1,23,-13626
YouGov,43,34,9,15,1704,2012-10-15,FALSE,37.8,31.2,8.1,23,-13625
Angus Reid,43,31,8,18,2009,2012-10-12,FALSE,37.8,31.2,8.1,23,-13622
Kantar,42,29,7,22,1196,2012-10-15,FALSE,37.8,31.2,8.1,23,-13625
YouGov,43,33,10,13,1902,2012-10-12,FALSE,37.8,31.2,8.1,23,-13622
YouGov,42,35,8,15,1761,2012-10-11,FALSE,37.8,31.2,8.1,23,-13621
YouGov,41,34,8,17,1912,2012-10-10,FALSE,37.8,31.2,8.1,23,-13620
YouGov,45,33,9,14,1899,2012-10-09,FALSE,37.8,31.2,8.1,23,-13619
YouGov,44,34,8,14,1697,2012-10-08,FALSE,37.8,31.2,8.1,23,-13618
YouGov,45,31,8,15,1782,2012-10-05,FALSE,37.8,31.2,8.1,23,-13615
YouGov,43,32,10,15,1745,2012-10-04,FALSE,37.8,31.2,8.1,23,-13614
Opinium,41,30,9,20,1965,2012-10-04,FALSE,37.8,31.2,8.1,23,-13614
YouGov,45,31,10,14,1641,2012-10-03,FALSE,37.8,31.2,8.1,23,-13613
YouGov,42,34,9,15,1726,2012-10-02,FALSE,37.8,31.2,8.1,23,-13612
YouGov,43,34,9,21,1710,2012-10-01,FALSE,37.8,31.2,8.1,23,-13611
YouGov,40,35,10,16,1671,2012-09-28,FALSE,37.8,31.2,8.1,23,-13608
YouGov,43,31,11,16,1891,2012-09-27,FALSE,37.8,31.2,8.1,23,-13607
YouGov,41,32,9,17,1760,2012-09-26,FALSE,37.8,31.2,8.1,23,-13606
Opinium,39,29,10,22,1969,2012-09-25,FALSE,37.8,31.2,8.1,23,-13605
YouGov,44,31,9,16,1764,2012-09-25,FALSE,37.8,31.2,8.1,23,-13605
YouGov,43,32,9,16,1739,2012-09-24,FALSE,37.8,31.2,8.1,23,-13604
YouGov,43,34,8,15,1608,2012-09-21,FALSE,37.8,31.2,8.1,23,-13601
Kantar,44,28,8,20,1140,2012-09-21,FALSE,37.8,31.2,8.1,23,-13601
Opinium,42,30,8,20,1964,2012-09-21,FALSE,37.8,31.2,8.1,23,-13601
YouGov,41,35,9,15,1906,2012-09-20,FALSE,37.8,31.2,8.1,23,-13600
YouGov,45,33,10,13,1710,2012-09-19,FALSE,37.8,31.2,8.1,23,-13599
YouGov,43,34,8,15,1744,2012-09-18,FALSE,37.8,31.2,8.1,23,-13598
YouGov,45,33,10,12,1731,2012-09-17,FALSE,37.8,31.2,8.1,23,-13597
Ipsos MORI,41,30,13,16,1006,2012-09-17,FALSE,37.8,31.2,8.1,23,-13597
YouGov,44,34,9,14,1671,2012-09-14,FALSE,37.8,31.2,8.1,23,-13594
YouGov,43,34,8,15,1594,2012-09-13,FALSE,37.8,31.2,8.1,23,-13593
YouGov,42,33,11,14,1703,2012-09-12,FALSE,37.8,31.2,8.1,23,-13592
Opinium,40,32,10,18,1961,2012-09-12,FALSE,37.8,31.2,8.1,23,-13592
YouGov,44,31,9,16,1682,2012-09-11,FALSE,37.8,31.2,8.1,23,-13591
YouGov,42,31,10,17,1871,2012-09-10,FALSE,37.8,31.2,8.1,23,-13590
YouGov,43,33,10,14,1860,2012-09-07,FALSE,37.8,31.2,8.1,23,-13587
YouGov,45,33,8,13,1311,2012-09-06,FALSE,37.8,31.2,8.1,23,-13586
YouGov,45,33,8,15,1474,2012-09-05,FALSE,37.8,31.2,8.1,23,-13585
YouGov,40,34,10,16,1698,2012-09-04,FALSE,37.8,31.2,8.1,23,-13584
YouGov,44,33,8,15,1716,2012-09-03,FALSE,37.8,31.2,8.1,23,-13583
Opinium,42,31,8,19,1947,2012-08-31,FALSE,37.8,31.2,8.1,23,-13580
YouGov,41,35,9,14,1739,2012-08-31,FALSE,37.8,31.2,8.1,23,-13580
YouGov,42,33,10,16,1653,2012-08-30,FALSE,37.8,31.2,8.1,23,-13579
YouGov,44,32,9,16,1763,2012-08-29,FALSE,37.8,31.2,8.1,23,-13578
YouGov,44,32,10,16,1695,2012-08-28,FALSE,37.8,31.2,8.1,23,-13577
ICM,39,34,15,13,1006,2012-08-26,FALSE,37.8,31.2,8.1,23,-13575
YouGov,44,32,10,15,1684,2012-08-23,FALSE,37.8,31.2,8.1,23,-13572
YouGov,42,33,10,14,1674,2012-08-22,FALSE,37.8,31.2,8.1,23,-13571
YouGov,44,34,8,14,1743,2012-08-21,FALSE,37.8,31.2,8.1,23,-13570
YouGov,44,34,8,14,1725,2012-08-20,FALSE,37.8,31.2,8.1,23,-13569
YouGov,43,32,10,15,1687,2012-08-17,FALSE,37.8,31.2,8.1,23,-13566
YouGov,44,35,8,14,1720,2012-08-16,FALSE,37.8,31.2,8.1,23,-13565
Angus Reid,41,30,11,18,2012,2012-08-15,FALSE,37.8,31.2,8.1,23,-13564
YouGov,43,34,10,13,1711,2012-08-15,FALSE,37.8,31.2,8.1,23,-13564
YouGov,44,34,10,12,1758,2012-08-14,FALSE,37.8,31.2,8.1,23,-13563
YouGov,42,34,9,14,1742,2012-08-13,FALSE,37.8,31.2,8.1,23,-13562
Ipsos MORI,42,32,11,15,1007,2012-08-13,FALSE,37.8,31.2,8.1,23,-13562
YouGov,42,34,8,15,1704,2012-08-10,FALSE,37.8,31.2,8.1,23,-13559
YouGov,42,33,9,17,1751,2012-08-09,FALSE,37.8,31.2,8.1,23,-13558
Opinium,40,31,10,19,1960,2012-08-09,FALSE,37.8,31.2,8.1,23,-13558
YouGov,42,33,11,14,1715,2012-08-08,FALSE,37.8,31.2,8.1,23,-13557
YouGov,44,33,9,15,1733,2012-08-07,FALSE,37.8,31.2,8.1,23,-13556
YouGov,44,34,10,12,1738,2012-08-06,FALSE,37.8,31.2,8.1,23,-13555
YouGov,44,32,10,14,1787,2012-08-03,FALSE,37.8,31.2,8.1,23,-13552
YouGov,44,33,8,14,1654,2012-08-02,FALSE,37.8,31.2,8.1,23,-13551
YouGov,43,32,10,15,1744,2012-08-01,FALSE,37.8,31.2,8.1,23,-13550
YouGov,42,34,10,13,1704,2012-07-31,FALSE,37.8,31.2,8.1,23,-13549
YouGov,44,33,9,14,1736,2012-07-30,FALSE,37.8,31.2,8.1,23,-13548
YouGov,42,33,9,16,1751,2012-07-27,FALSE,37.8,31.2,8.1,23,-13545
YouGov,42,33,9,15,1702,2012-07-26,FALSE,37.8,31.2,8.1,23,-13544
YouGov,44,33,9,15,1766,2012-07-25,FALSE,37.8,31.2,8.1,23,-13543
YouGov,44,33,9,14,1745,2012-07-24,FALSE,37.8,31.2,8.1,23,-13542
YouGov,43,33,9,15,1730,2012-07-23,FALSE,37.8,31.2,8.1,23,-13541
YouGov,43,34,11,13,1617,2012-07-20,FALSE,37.8,31.2,8.1,23,-13538
YouGov,42,34,9,13,1658,2012-07-19,FALSE,37.8,31.2,8.1,23,-13537
YouGov,43,33,8,16,1774,2012-07-18,FALSE,37.8,31.2,8.1,23,-13536
YouGov,43,34,8,14,1690,2012-07-17,FALSE,37.8,31.2,8.1,23,-13535
YouGov,44,33,9,15,1724,2012-07-16,FALSE,37.8,31.2,8.1,23,-13534
Ipsos MORI,44,31,12,13,1006,2012-07-16,FALSE,37.8,31.2,8.1,23,-13534
Opinium,41,32,9,18,1951,2012-07-16,FALSE,37.8,31.2,8.1,23,-13534
YouGov,43,34,9,15,1752,2012-07-13,FALSE,37.8,31.2,8.1,23,-13531
YouGov,42,34,9,15,1759,2012-07-12,FALSE,37.8,31.2,8.1,23,-13530
YouGov,42,35,9,15,1696,2012-07-11,FALSE,37.8,31.2,8.1,23,-13529
YouGov,43,33,11,13,1697,2012-07-10,FALSE,37.8,31.2,8.1,23,-13528
YouGov,44,35,7,14,1721,2012-07-09,FALSE,37.8,31.2,8.1,23,-13527
YouGov,43,32,8,16,1712,2012-07-06,FALSE,37.8,31.2,8.1,23,-13524
YouGov,43,35,8,15,1762,2012-07-05,FALSE,37.8,31.2,8.1,23,-13523
Opinium,40,30,9,21,1956,2012-07-05,FALSE,37.8,31.2,8.1,23,-13523
YouGov,44,33,8,15,1761,2012-07-04,FALSE,37.8,31.2,8.1,23,-13522
YouGov,42,35,10,13,1730,2012-07-03,FALSE,37.8,31.2,8.1,23,-13521
YouGov,44,34,8,15,1748,2012-07-02,FALSE,37.8,31.2,8.1,23,-13520
YouGov,43,34,9,13,1760,2012-06-29,FALSE,37.8,31.2,8.1,23,-13517
YouGov,43,32,10,15,1764,2012-06-28,FALSE,37.8,31.2,8.1,23,-13516
Opinium,42,31,8,19,1959,2012-06-28,FALSE,37.8,31.2,8.1,23,-13516
YouGov,45,31,9,14,1751,2012-06-27,FALSE,37.8,31.2,8.1,23,-13515
YouGov,42,34,11,14,1614,2012-06-26,FALSE,37.8,31.2,8.1,23,-13514
YouGov,43,32,11,13,1697,2012-06-25,FALSE,37.8,31.2,8.1,23,-13513
ICM,39,34,14,13,1002,2012-06-24,FALSE,37.8,31.2,8.1,23,-13512
YouGov,43,34,9,15,1734,2012-06-22,FALSE,37.8,31.2,8.1,23,-13510
YouGov,43,33,8,15,1642,2012-06-21,FALSE,37.8,31.2,8.1,23,-13509
YouGov,41,34,10,16,1752,2012-06-20,FALSE,37.8,31.2,8.1,23,-13508
YouGov,44,34,7,14,1727,2012-06-19,FALSE,37.8,31.2,8.1,23,-13507
YouGov,44,33,7,16,1716,2012-06-18,FALSE,37.8,31.2,8.1,23,-13506
Populus,41,33,9,17,1503,2012-06-17,FALSE,37.8,31.2,8.1,23,-13505
YouGov,44,32,9,16,1761,2012-06-15,FALSE,37.8,31.2,8.1,23,-13503
ComRes,42,32,9,17,2014,2012-06-15,FALSE,37.8,31.2,8.1,23,-13503
YouGov,43,31,9,17,1711,2012-06-14,FALSE,37.8,31.2,8.1,23,-13502
YouGov,43,31,9,17,1675,2012-06-13,FALSE,37.8,31.2,8.1,23,-13501
YouGov,43,33,8,16,1699,2012-06-12,FALSE,37.8,31.2,8.1,23,-13500
YouGov,45,31,9,18,1763,2012-06-11,FALSE,37.8,31.2,8.1,23,-13499
Ipsos MORI,40,31,10,19,1016,2012-06-11,FALSE,37.8,31.2,8.1,23,-13499
Opinium,42,31,9,18,1962,2012-06-11,FALSE,37.8,31.2,8.1,23,-13499
YouGov,42,34,7,17,1667,2012-06-08,FALSE,37.8,31.2,8.1,23,-13496
YouGov,43,34,8,15,1827,2012-06-07,FALSE,37.8,31.2,8.1,23,-13495
YouGov,43,34,8,15,1766,2012-06-06,FALSE,37.8,31.2,8.1,23,-13494
YouGov,42,32,8,16,1546,2012-06-01,FALSE,37.8,31.2,8.1,23,-13489
YouGov,45,31,9,16,1694,2012-05-31,FALSE,37.8,31.2,8.1,23,-13488
Angus Reid,45,29,9,17,2005,2012-05-30,FALSE,37.8,31.2,8.1,23,-13487
YouGov,44,32,9,16,1670,2012-05-30,FALSE,37.8,31.2,8.1,23,-13487
YouGov,45,32,8,15,1670,2012-05-29,FALSE,37.8,31.2,8.1,23,-13486
YouGov,44,33,8,15,1743,2012-05-28,FALSE,37.8,31.2,8.1,23,-13485
ComRes,42,34,11,16,1001,2012-05-28,FALSE,37.8,31.2,8.1,23,-13485
YouGov,43,31,8,17,1640,2012-05-25,FALSE,37.8,31.2,8.1,23,-13482
YouGov,42,34,8,16,1681,2012-05-24,FALSE,37.8,31.2,8.1,23,-13481
YouGov,42,32,9,17,1682,2012-05-23,FALSE,37.8,31.2,8.1,23,-13480
YouGov,43,32,8,17,1727,2012-05-22,FALSE,37.8,31.2,8.1,23,-13479
YouGov,44,32,7,16,1705,2012-05-21,FALSE,37.8,31.2,8.1,23,-13478
Populus,41,33,10,18,1500,2012-05-20,FALSE,37.8,31.2,8.1,23,-13477
ICM,41,36,11,13,1002,2012-05-20,FALSE,37.8,31.2,8.1,23,-13477
YouGov,43,32,8,17,1683,2012-05-18,FALSE,37.8,31.2,8.1,23,-13475
ComRes,41,32,11,16,2038,2012-05-17,FALSE,37.8,31.2,8.1,23,-13474
YouGov,44,31,7,18,1757,2012-05-17,FALSE,37.8,31.2,8.1,23,-13474
Opinium,41,30,9,20,1957,2012-05-17,FALSE,37.8,31.2,8.1,23,-13474
YouGov,45,31,9,15,1751,2012-05-16,FALSE,37.8,31.2,8.1,23,-13473
YouGov,43,32,8,17,1692,2012-05-15,FALSE,37.8,31.2,8.1,23,-13472
YouGov,45,31,7,16,1720,2012-05-14,FALSE,37.8,31.2,8.1,23,-13471
Ipsos MORI,43,33,9,16,1006,2012-05-14,FALSE,37.8,31.2,8.1,23,-13471
YouGov,43,31,10,17,1663,2012-05-11,FALSE,37.8,31.2,8.1,23,-13468
YouGov,44,34,7,15,1825,2012-05-10,FALSE,37.8,31.2,8.1,23,-13467
YouGov,44,31,9,17,1708,2012-05-09,FALSE,37.8,31.2,8.1,23,-13466
YouGov,44,31,8,17,1658,2012-05-08,FALSE,37.8,31.2,8.1,23,-13465
Kantar,43,30,10,30,1207,2012-05-07,FALSE,37.8,31.2,8.1,23,-13464
YouGov,43,31,9,17,1798,2012-05-04,FALSE,37.8,31.2,8.1,23,-13461
YouGov,41,32,9,18,1745,2012-05-03,FALSE,37.8,31.2,8.1,23,-13460
YouGov,43,33,8,16,1749,2012-05-02,FALSE,37.8,31.2,8.1,23,-13459
YouGov,41,32,9,18,1744,2012-05-01,FALSE,37.8,31.2,8.1,23,-13458
YouGov,42,35,8,15,1763,2012-04-30,FALSE,37.8,31.2,8.1,23,-13457
Opinium,39,32,8,21,1769,2012-04-30,FALSE,37.8,31.2,8.1,23,-13457
YouGov,40,29,11,20,1717,2012-04-27,FALSE,37.8,31.2,8.1,23,-13454
ComRes,39,34,10,17,2048,2012-04-27,FALSE,37.8,31.2,8.1,23,-13454
YouGov,43,31,9,18,1717,2012-04-26,FALSE,37.8,31.2,8.1,23,-13453
YouGov,43,32,9,16,1817,2012-04-25,FALSE,37.8,31.2,8.1,23,-13452
YouGov,43,32,8,16,1787,2012-04-24,FALSE,37.8,31.2,8.1,23,-13451
YouGov,45,32,8,15,1651,2012-04-23,FALSE,37.8,31.2,8.1,23,-13450
Ipsos MORI,38,35,12,15,1002,2012-04-23,FALSE,37.8,31.2,8.1,23,-13450
Opinium,38,31,11,20,2233,2012-04-23,FALSE,37.8,31.2,8.1,23,-13450
ICM,41,33,15,12,1000,2012-04-22,FALSE,37.8,31.2,8.1,23,-13449
YouGov,41,33,11,15,1715,2012-04-20,FALSE,37.8,31.2,8.1,23,-13447
ComRes,40,34,11,14,2048,2012-04-19,FALSE,37.8,31.2,8.1,23,-13446
YouGov,45,32,8,16,1722,2012-04-19,FALSE,37.8,31.2,8.1,23,-13446
YouGov,41,32,10,16,1745,2012-04-18,FALSE,37.8,31.2,8.1,23,-13445
YouGov,41,32,8,19,1799,2012-04-17,FALSE,37.8,31.2,8.1,23,-13444
YouGov,43,32,8,17,1783,2012-04-16,FALSE,37.8,31.2,8.1,23,-13443
Opinium,37,32,9,22,1957,2012-04-16,FALSE,37.8,31.2,8.1,23,-13443
Populus,42,33,11,16,1003,2012-04-15,FALSE,37.8,31.2,8.1,23,-13442
Angus Reid,41,29,11,19,2010,2012-04-13,FALSE,37.8,31.2,8.1,23,-13440
YouGov,39,33,10,17,1650,2012-04-13,FALSE,37.8,31.2,8.1,23,-13440
